#SampleID	BarcodeSequence	LinkerPrimerSequence	SOURCE_ENV	Env	SourceSink	RUN_DATE	TITLE	STUDY_CENTER	COUNTRY	PMID	LAB_PERSON	LAB_PERSON_CONTACT	PRINCIPAL_INVESTIGATOR	PRINCIPAL_INVESTIGATOR_CONTACT	ENV_FEATURE	ENV_BIOME	SEQUENCING_METH	ENV_MATTER	TARGET_GENE	TARGET_SUBFRAGMENT	LOCATION	LATITUDE	LONGITUDE	MEAN_ANN_TEMP	MEAN_ANN_PRECIP	NET_PRIMARY_PROD	ELEVATION	RESIDENCE	NUM_BEDROOMS
851.I			Santa Monica	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	851	34	-118.5	14.72262997	37.28784404	1.220434586	389.5596313	"Low rise apartment (multiple units, with 4 or fewer stories)"	2
852.I			Philomath	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	852	44.6	-123.3	10.75336391	91.75344037	1.420692009	144.807785	One-family house detached from any other house	4
853.I			Cary	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	853	35.8	-78.8	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	4
854.I			Saint Cloud	MN	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	854	45.5	-94.1	6.272400612	55.85558104	0.875189278	329.8183289	One-family house detached from any other house	6 or more
855.I			Durango	CO	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	855	37.3	-107.9	6.191207951	37.35443425	0.816323447	2301.657959	One-family house detached from any other house	3
856.I			Ames	IA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	856	42.1	-93.6	8.909785933	65.98272171	0.791527867	329.9030457	One-family house detached from any other house	3
857.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	857	35.8	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house detached from any other house	3
858.I			Cambridge	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	858	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	Duplex or two-family house (designed for two families)	6 or more
859.I			Decatur	AL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	859	34.6	-87.1	15.73654434	112.7267584	1.116331011	197.1944427	One-family house detached from any other house	4
860.I			Chippewa Falls	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	860	44.9	-91.4	6.476376147	63.22362385	1.206427925	306.4425049	One-family house detached from any other house	3
863.I			Frederic	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	863	45.7	-92.5	5.758868502	55.40152905	1.641770139	339.4372253	One-family house detached from any other house	3
864.I			Seattle	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	864	47.7	-122.4	11.1014526	79.94380734	2.608986975	84.25081635	Duplex or two-family house (designed for two families)	2
865.I			Kailua	HI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	865	21.4	-157.7	22.55840979	76.67889908	NA	178.6537476	One-family house detached from any other house	5
866.I			Middleton	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	866	43.1	-89.5	7.131957187	66.57591743	1.038347971	294.9661255	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
867.I			Swampscott	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	867	42.5	-70.9	9.383715596	94.2704893	NA	22.84713936	One-family house detached from any other house	3
869.I			Sterling	CT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	869	41.7	-71.8	9.465978593	97.09472477	1.849030885	116.9283371	One-family house detached from any other house	2
870.I			West Chester	PA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	870	40	-75.7	11.8103211	92.14327217	1.691739853	81.75190735	One-family house detached from any other house	5
871.I			Charleston	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	871	32.7	-80	18.67018349	102.3242355	2.986409751	3.003220558	One-family house detached from any other house	3
872.I			Bethesda	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	872	39	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	3
873.I			Vallejo	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	873	38.1	-122.3	14.24908257	60.2470948	1.87041945	143.1794128	One-family house detached from any other house	5
874.I			Fairfield	CT	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	874	41.2	-73.2	10.10603976	98.2043578	1.867390972	109.4050751	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
875.I			North Augusta	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	875	33.7	-82	17.47423547	95.91085627	1.918117809	142.1044464	One-family house detached from any other house	3
876.I			Miami	FL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	876	25.7	-80.4	24.37759939	128.5626147	1.860198361	1.923296809	One-family house detached from any other house	3
877.I			Raleigh	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	877	35.9	-78.7	15.40512232	94.05412844	1.698932469	96.75722504	One-family house attached to one or more houses (e.g. a townhouse or condominium)	2
878.I			Tempe	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	878	33.4	-111.9	20.79296636	19.41926606	0.286909448	425.6875	"High rise apartment (multiple units, with 5 or more stories)"	2
880.I			Albuquerque	NM	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	880	35.1	-106.7	10.76146789	26.16360856	0.281041793	1708.676392	One-family house detached from any other house	2
881.I			Bethesda	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	881	39	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	4
882.I			Port Townsend	WA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	882	48.1	-122.9	9.832415902	159.474159	2.124810721	66.50154114	A mobile home	1
883.I			Durham	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	883	36	-79	15.40512232	94.05412844	1.698932469	96.75722504	"Low rise apartment (multiple units, with 4 or fewer stories)"	1
885.I			Colquitt	GA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	885	31.1	-84.8	18.91666667	116.3444954	1.191285587	58.92527771	One-family house detached from any other house	4
887.I			Santa Cruz	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	887	37	-122	13.18310398	67.05321101	2.171941254	81.91304016	One-family house detached from any other house	2
888.I			Portland	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	888	45.5	-122.5	9.534633028	171.5379205	2.360463346	457.9377747	One-family house detached from any other house	4
889.I			Warrior	AL	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	889	33.9	-86.8	16.87836391	112.5380734	1.309395824	195.946106	One-family house detached from any other house	4
890.I			Ladson	SC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	890	33	-80.1	17.87706422	100.5048165	2.986409751	21.74305534	One-family house detached from any other house	3
891.I			leavenworth	KS	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	891	39.3	-94.9	12.5912844	79.44044343	1.116898854	272.7763977	One-family house detached from any other house	2
892.I			Burlington	WI	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	892	42.6	-88.4	7.849541284	67.24885321	1.090589041	257.2883301	One-family house detached from any other house	3
893.I			Apache Junction	AZ	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	893	33.4	-111.5	19.24663609	28.01215596	0.339339796	806.6627808	One-family house detached from any other house	3
894.I			Cambridge	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	894	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"Low rise apartment (multiple units, with 4 or fewer stories)"	4
895.I			Boston	MA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	895	42.4	-71.1	9.388990826	94.63203364	NA	52.88596344	"High rise apartment (multiple units, with 5 or more stories)"	1
896.I			salem	OH	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	896	40.9	-80.8	9.530351682	80.10229358	1.774644156	341.9272156	Duplex or two-family house (designed for two families)	2
897.I			Chevy Chase	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	897	39	-77.1	14.01888379	87.26605505	1.81817838	64.78483582	One-family house detached from any other house	4
898.I			Fishersville	VA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	898	38.1	-79	12.62285933	80.3851682	2.266013008	400.1588745	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
899.I			San Francisco	CA	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	899	37.8	-122.4	14.09617737	41.10183486	1.87041945	115.6696014	Duplex or two-family house (designed for two families)	2
900.I			Baldwinsville	NY	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	900	43.1	-76.3	8.518042813	80.44411315	1.328702301	138.4844513	One-family house detached from any other house	4
901.I			Eugene	OR	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	901	44	-123.1	11.24938838	101.1090214	1.340248341	161.2072296	One-family house detached from any other house	3
902.I			Gaithersburg	MD	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	902	39.1	-77.2	12.51139144	88.78639144	1.25412629	137.5811157	One-family house detached from any other house	3
903.I			Hillsborough	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	903	36.1	-79.1	14.44793578	93.73470948	1.698932469	190.2480621	One-family house detached from any other house	3
904.I			Charlotte	NC	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	904	35.2	-80.8	16.00198777	93.89120795	1.29519988	201.6608276	One-family house attached to one or more houses (e.g. a townhouse or condominium)	3
906.I			"Austin, "	TX	sink		The ecology of microscopic life in household dust 	U Colorado Boulder	GAZ:United States of America				Noah Fierer	noah.fierer@colorado.edu	ENVO:building				16S rRNA	V4	906	30.3	-97.7	20.15902141	63.98692661	0.917398545	210.0549927	One-family house detached from any other house	2
